Region/Country/Area,Gross domestic expenditure on research and development (R&D),Year,Series,Value,Footnotes,Source
762,Tajikistan,2010,Gross domestic expenditure on R & D: Not distributed (%),19.7000,The sum of the breakdown does not add to the total.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
762,Tajikistan,2011,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.1000,Excluding private non-profit.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
762,Tajikistan,2011,Gross domestic expenditure on R & D: Business enterprises (%),1.6000,The sum of the breakdown does not add to the total.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
762,Tajikistan,2011,Gross domestic expenditure on R & D: Government (%),82.1000,The sum of the breakdown does not add to the total.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
762,Tajikistan,2011,Gross domestic expenditure on R & D: Higher education (%),0.1000,The sum of the breakdown does not add to the total.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
762,Tajikistan,2011,Gross domestic expenditure on R & D: Not distributed (%),15.1000,The sum of the breakdown does not add to the total.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
762,Tajikistan,2013,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.1000,Excluding private non-profit.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
762,Tajikistan,2013,Gross domestic expenditure on R & D: Government (%),92.5000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
762,Tajikistan,2013,Gross domestic expenditure on R & D: Higher education (%),0.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
762,Tajikistan,2013,Gross domestic expenditure on R & D: Funds from abroad (%),0.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
762,Tajikistan,2013,Gross domestic expenditure on R & D: Not distributed (%),7.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
762,Tajikistan,2016,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.1000,Excluding private non-profit.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
762,Tajikistan,2016,Gross domestic expenditure on R & D: Government (%),100.0000,Excluding private non-profit.;Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2005,Gross domestic expenditure on R & D: Business enterprises (%),48.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2005,Gross domestic expenditure on R & D: Government (%),31.5000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2005,Gross domestic expenditure on R & D: Higher education (%),14.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2005,Gross domestic expenditure on R & D: Private non-profit (%),0.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2005,Gross domestic expenditure on R & D: Funds from abroad (%),1.8000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2005,Gross domestic expenditure on R & D: Not distributed (%),2.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2009,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2009,Gross domestic expenditure on R & D: Business enterprises (%),41.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2009,Gross domestic expenditure on R & D: Government (%),37.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2009,Gross domestic expenditure on R & D: Higher education (%),17.8000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2009,Gross domestic expenditure on R & D: Private non-profit (%),0.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2009,Gross domestic expenditure on R & D: Funds from abroad (%),1.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2009,Gross domestic expenditure on R & D: Not distributed (%),1.6000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.6000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2015,Gross domestic expenditure on R & D: Business enterprises (%),66.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2015,Gross domestic expenditure on R & D: Government (%),20.5000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2015,Gross domestic expenditure on R & D: Higher education (%),5.5000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2015,Gross domestic expenditure on R & D: Private non-profit (%),0.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2015,Gross domestic expenditure on R & D: Funds from abroad (%),1.5000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
764,Thailand,2015,Gross domestic expenditure on R & D: Not distributed (%),6.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
768,Togo,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.3000,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
768,Togo,2010,Gross domestic expenditure on R & D: Government (%),88.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
768,Togo,2010,Gross domestic expenditure on R & D: Funds from abroad (%),11.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
768,Togo,2012,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.2000,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
768,Togo,2012,Gross domestic expenditure on R & D: Government (%),84.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
768,Togo,2012,Gross domestic expenditure on R & D: Private non-profit (%),3.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
768,Togo,2012,Gross domestic expenditure on R & D: Funds from abroad (%),12.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
768,Togo,2014,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.3000,Excluding business enterprise.;Excluding private non-profit.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
768,Togo,2014,Gross domestic expenditure on R & D: Government (%),94.5000,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
768,Togo,2014,Gross domestic expenditure on R & D: Funds from abroad (%),5.5000,Excluding business enterprise.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
780,Trinidad and Tobago,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
780,Trinidad and Tobago,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
780,Trinidad and Tobago,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2005,Gross domestic expenditure on R & D: Business enterprises (%),14.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2005,Gross domestic expenditure on R & D: Government (%),79.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2005,Gross domestic expenditure on R & D: Funds from abroad (%),6.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2010,Gross domestic expenditure on R & D: Business enterprises (%),17.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2010,Gross domestic expenditure on R & D: Government (%),78.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2010,Gross domestic expenditure on R & D: Funds from abroad (%),4.8000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.6000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2015,Gross domestic expenditure on R & D: Business enterprises (%),18.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2015,Gross domestic expenditure on R & D: Government (%),77.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2015,Gross domestic expenditure on R & D: Funds from abroad (%),3.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
788,Tunisia,2016,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.6000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.6000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2005,Gross domestic expenditure on R & D: Business enterprises (%),43.3000,Do not correspond exactly to Frascati Manual recommendations.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2005,Gross domestic expenditure on R & D: Government (%),50.1000,Do not correspond exactly to Frascati Manual recommendations.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2005,Gross domestic expenditure on R & D: Private non-profit (%),5.8000,Do not correspond exactly to Frascati Manual recommendations.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2005,Gross domestic expenditure on R & D: Funds from abroad (%),0.8000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.8000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2010,Gross domestic expenditure on R & D: Business enterprises (%),45.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2010,Gross domestic expenditure on R & D: Government (%),30.8000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2010,Gross domestic expenditure on R & D: Higher education (%),19.6000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2010,Gross domestic expenditure on R & D: Private non-profit (%),3.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2010,Gross domestic expenditure on R & D: Funds from abroad (%),0.8000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2015,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2015,Gross domestic expenditure on R & D: Business enterprises (%),50.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2015,Gross domestic expenditure on R & D: Government (%),27.6000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2015,Gross domestic expenditure on R & D: Higher education (%),18.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2015,Gross domestic expenditure on R & D: Private non-profit (%),3.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
792,Turkey,2015,Gross domestic expenditure on R & D: Funds from abroad (%),1.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2002,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2002,Gross domestic expenditure on R & D: Business enterprises (%),1.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2002,Gross domestic expenditure on R & D: Government (%),33.8000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2002,Gross domestic expenditure on R & D: Higher education (%),1.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2002,Gross domestic expenditure on R & D: Funds from abroad (%),63.6000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2005,Gross domestic expenditure on R & D: Business enterprises (%),1.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2005,Gross domestic expenditure on R & D: Government (%),41.5000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2005,Gross domestic expenditure on R & D: Funds from abroad (%),56.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.5000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2010,Gross domestic expenditure on R & D: Business enterprises (%),13.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2010,Gross domestic expenditure on R & D: Government (%),21.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2010,Gross domestic expenditure on R & D: Higher education (%),1.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2010,Gross domestic expenditure on R & D: Private non-profit (%),6.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2010,Gross domestic expenditure on R & D: Funds from abroad (%),57.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2014,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.2000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2014,Gross domestic expenditure on R & D: Business enterprises (%),3.4000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2014,Gross domestic expenditure on R & D: Government (%),37.9000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2014,Gross domestic expenditure on R & D: Higher education (%),2.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2014,Gross domestic expenditure on R & D: Private non-profit (%),3.3000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2014,Gross domestic expenditure on R & D: Funds from abroad (%),52.4000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
800,Uganda,2014,Gross domestic expenditure on R & D: Not distributed (%),0.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),1.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2005,Gross domestic expenditure on R & D: Business enterprises (%),32.3000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2005,Gross domestic expenditure on R & D: Government (%),40.1000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2005,Gross domestic expenditure on R & D: Higher education (%),0.1000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2005,Gross domestic expenditure on R & D: Private non-profit (%),0.4000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2005,Gross domestic expenditure on R & D: Funds from abroad (%),24.4000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2005,Gross domestic expenditure on R & D: Not distributed (%),2.8000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2010,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.8000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2010,Gross domestic expenditure on R & D: Business enterprises (%),26.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2010,Gross domestic expenditure on R & D: Government (%),46.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2010,Gross domestic expenditure on R & D: Higher education (%),0.2000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2010,Gross domestic expenditure on R & D: Private non-profit (%),0.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2010,Gross domestic expenditure on R & D: Funds from abroad (%),25.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2010,Gross domestic expenditure on R & D: Not distributed (%),1.1000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2016,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.5000,"Break in the time series.;Excluding data from some regions, provinces or states.","United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2016,Gross domestic expenditure on R & D: Business enterprises (%),36.9000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2016,Gross domestic expenditure on R & D: Government (%),39.3000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2016,Gross domestic expenditure on R & D: Higher education (%),0.2000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2016,Gross domestic expenditure on R & D: Private non-profit (%),0.0000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2016,Gross domestic expenditure on R & D: Funds from abroad (%),22.1000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
804,Ukraine,2016,Gross domestic expenditure on R & D: Not distributed (%),1.6000,Break in the time series.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
784,United Arab Emirates,2014,Gross domestic expenditure on R & D: as a percentage of GDP (%),0.7000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
784,United Arab Emirates,2014,Gross domestic expenditure on R & D: Business enterprises (%),74.3000,Business enterprise only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
784,United Arab Emirates,2014,Gross domestic expenditure on R & D: Government (%),25.7000,Government only.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
784,United Arab Emirates,2016,Gross domestic expenditure on R & D: as a percentage of GDP (%),1.0000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
826,United Kingdom,2005,Gross domestic expenditure on R & D: as a percentage of GDP (%),1.6000,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed September 2018."
